datetime,player1_name,player1_rank,player2_name,player2_rank,match_status,player1_full_time_score,player2_full_time_score,full_time_duration,set1_player1_score,set1_player2_score,set1_player1_tiebreak,set1_player2_tiebreak,set1_duration,set2_player1_score,set2_player2_score,set2_player1_tiebreak,set2_player2_tiebreak,set2_duration,set3_player1_score,set3_player2_score,set3_player1_tiebreak,set3_player2_tiebreak,set3_duration,set4_player1_score,set4_player2_score,set4_player1_tiebreak,set4_player2_tiebreak,set4_duration,set5_player1_score,set5_player2_score,set5_player1_tiebreak,set5_player2_tiebreak,set5_duration,set1_player1_aces,set1_player2_aces,set1_player1_double_faults,set1_player2_double_faults,set1_player1_1st_serve_percentage,set1_player2_1st_serve_percentage,set1_player1_1st_serve_points_won,set1_player2_1st_serve_points_won,set1_player1_2nd_serve_points_won,set1_player2_2nd_serve_points_won,set1_player1_break_points_saved,set1_player2_break_points_saved,set1_player1_1st_return_points_won,set1_player2_1st_return_points_won,set1_player1_2nd_return_points_won,set1_player2_2nd_return_points_won,set1_player1_break_points_converted,set1_player2_break_points_converted,set1_player1_winners,set1_player2_winners,set1_player1_unforced_errors,set1_player2_unforced_errors,set1_player1_net_points_won,set1_player2_net_points_won,set1_player1_max_points_in_row,set1_player2_max_points_in_row,set1_player1_service_points_won,set1_player2_service_points_won,set1_player1_return_points_won,set1_player2_return_points_won,set1_player1_total_points_won,set1_player2_total_points_won,set1_player1_max_games_in_row,set1_player2_max_games_in_row,set1_player1_service_games_won,set1_player2_service_games_won,set1_player1_return_games_won,set1_player2_return_games_won,set1_player1_total_games_won,set1_player2_total_games_won,set1_player1_distance_covered_meters,set1_player2_distance_covered_meters,set2_player1_aces,set2_player2_aces,set2_player1_double_faults,set2_player2_double_faults,set2_player1_1st_serve_percentage,set2_player2_1st_serve_percentage,set2_player1_1st_serve_points_won,set2_player2_1st_serve_points_won,set2_player1_2nd_serve_points_won,set2_player2_2nd_serve_points_won,set2_player1_break_points_saved,set2_player2_break_points_saved,set2_player1_1st_return_points_won,set2_player2_1st_return_points_won,set2_player1_2nd_return_points_won,set2_player2_2nd_return_points_won,set2_player1_break_points_converted,set2_player2_break_points_converted,set2_player1_winners,set2_player2_winners,set2_player1_unforced_errors,set2_player2_unforced_errors,set2_player1_net_points_won,set2_player2_net_points_won,set2_player1_max_points_in_row,set2_player2_max_points_in_row,set2_player1_service_points_won,set2_player2_service_points_won,set2_player1_return_points_won,set2_player2_return_points_won,set2_player1_total_points_won,set2_player2_total_points_won,set2_player1_max_games_in_row,set2_player2_max_games_in_row,set2_player1_service_games_won,set2_player2_service_games_won,set2_player1_return_games_won,set2_player2_return_games_won,set2_player1_total_games_won,set2_player2_total_games_won,set2_player1_distance_covered_meters,set2_player2_distance_covered_meters,set3_player1_aces,set3_player2_aces,set3_player1_double_faults,set3_player2_double_faults,set3_player1_1st_serve_percentage,set3_player2_1st_serve_percentage,set3_player1_1st_serve_points_won,set3_player2_1st_serve_points_won,set3_player1_2nd_serve_points_won,set3_player2_2nd_serve_points_won,set3_player1_break_points_saved,set3_player2_break_points_saved,set3_player1_1st_return_points_won,set3_player2_1st_return_points_won,set3_player1_2nd_return_points_won,set3_player2_2nd_return_points_won,set3_player1_break_points_converted,set3_player2_break_points_converted,set3_player1_winners,set3_player2_winners,set3_player1_unforced_errors,set3_player2_unforced_errors,set3_player1_net_points_won,set3_player2_net_points_won,set3_player1_max_points_in_row,set3_player2_max_points_in_row,set3_player1_service_points_won,set3_player2_service_points_won,set3_player1_return_points_won,set3_player2_return_points_won,set3_player1_total_points_won,set3_player2_total_points_won,set3_player1_max_games_in_row,set3_player2_max_games_in_row,set3_player1_service_games_won,set3_player2_service_games_won,set3_player1_return_games_won,set3_player2_return_games_won,set3_player1_total_games_won,set3_player2_total_games_won,set3_player1_distance_covered_meters,set3_player2_distance_covered_meters,set4_player1_aces,set4_player2_aces,set4_player1_double_faults,set4_player2_double_faults,set4_player1_1st_serve_percentage,set4_player2_1st_serve_percentage,set4_player1_1st_serve_points_won,set4_player2_1st_serve_points_won,set4_player1_2nd_serve_points_won,set4_player2_2nd_serve_points_won,set4_player1_break_points_saved,set4_player2_break_points_saved,set4_player1_1st_return_points_won,set4_player2_1st_return_points_won,set4_player1_2nd_return_points_won,set4_player2_2nd_return_points_won,set4_player1_break_points_converted,set4_player2_break_points_converted,set4_player1_winners,set4_player2_winners,set4_player1_unforced_errors,set4_player2_unforced_errors,set4_player1_net_points_won,set4_player2_net_points_won,set4_player1_max_points_in_row,set4_player2_max_points_in_row,set4_player1_service_points_won,set4_player2_service_points_won,set4_player1_return_points_won,set4_player2_return_points_won,set4_player1_total_points_won,set4_player2_total_points_won,set4_player1_max_games_in_row,set4_player2_max_games_in_row,set4_player1_service_games_won,set4_player2_service_games_won,set4_player1_return_games_won,set4_player2_return_games_won,set4_player1_total_games_won,set4_player2_total_games_won,set4_player1_distance_covered_meters,set4_player2_distance_covered_meters,set5_player1_aces,set5_player2_aces,set5_player1_double_faults,set5_player2_double_faults,set5_player1_1st_serve_percentage,set5_player2_1st_serve_percentage,set5_player1_1st_serve_points_won,set5_player2_1st_serve_points_won,set5_player1_2nd_serve_points_won,set5_player2_2nd_serve_points_won,set5_player1_break_points_saved,set5_player2_break_points_saved,set5_player1_1st_return_points_won,set5_player2_1st_return_points_won,set5_player1_2nd_return_points_won,set5_player2_2nd_return_points_won,set5_player1_break_points_converted,set5_player2_break_points_converted,set5_player1_winners,set5_player2_winners,set5_player1_unforced_errors,set5_player2_unforced_errors,set5_player1_net_points_won,set5_player2_net_points_won,set5_player1_max_points_in_row,set5_player2_max_points_in_row,set5_player1_service_points_won,set5_player2_service_points_won,set5_player1_return_points_won,set5_player2_return_points_won,set5_player1_total_points_won,set5_player2_total_points_won,set5_player1_max_games_in_row,set5_player2_max_games_in_row,set5_player1_service_games_won,set5_player2_service_games_won,set5_player1_return_games_won,set5_player2_return_games_won,set5_player1_total_games_won,set5_player2_total_games_won,set5_player1_distance_covered_meters,set5_player2_distance_covered_meters
"2020-11-03 04:05:00","Gasquet R.",47,"Fritz T.",29,Finished,2,1,1:37,6,0,0,0,0:26,3,6,0,0,0:34,6,3,0,0,0:37,0,0,0,0,,0,0,0,0,,3,2,0,2,64,42,10/14,5/8,4/8,1/11,1/1,2/5,3/8,4/14,8/11,4/8,3/5,0/1,0,0,0,0,,,0,0,14/22,6/19,13/19,8/22,27/41,14/41,0,0,3/3,0/3,3/3,0/3,6/6,0/6,,,2,6,1,1,55,67,10/12,15/18,4/10,6/9,1/2,2/2,3/18,2/12,2/9,5/10,0/2,1/2,0,0,0,0,,,0,0,14/22,21/27,6/27,8/22,20/49,29/49,0,0,3/4,5/5,0/5,1/4,3/9,6/9,,,4,3,1,1,54,55,14/19,10/11,9/16,2/9,3/3,0/1,1/11,5/19,6/9,6/16,1/1,0/3,0,0,0,0,,,0,0,23/35,12/20,8/20,12/35,31/55,24/55,0,0,5/5,3/4,1/4,0/5,6/9,3/9,,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,0,0,,,,,,,0,0,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,0,0,,,,,,,0,0,,,,,,,,
"2020-11-04 06:45:00","De Minaur A.",23,"Sonego L.",33,Finished,2,0,1:28,6,3,0,0,0:37,7,5,0,0,0:51,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,2,1,2,59,61,11/13,12/20,5/9,5/13,0/0,0/2,8/20,2/13,6/13,3/9,2/2,0/0,0,0,0,0,,,0,0,16/22,17/33,16/33,6/22,32/55,23/55,0,0,4/4,3/5,2/5,0/4,6/9,3/9,,,2,2,0,0,71,59,16/20,16/24,8/8,9/17,0/0,2/3,8/24,4/20,8/17,0/8,1/3,0/0,0,0,0,0,,,0,0,24/28,25/41,16/41,4/28,40/69,29/69,0,0,6/6,5/6,1/6,0/6,7/12,5/12,,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,0,0,,,,,,,0,0,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,0,0,,,,,,,0,0,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,0,0,,,,,,,0,0,,,,,,,,
"2020-10-31 06:20:00","Zapata Miralles B.",150,"Hanfmann Y.",99,Finished,0,2,1:01,4,6,0,0,0:37,1,6,0,0,0:24,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,0,0,,,,,,,0,0,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,0,0,,,,,,,0,0,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,0,0,,,,,,,0,0,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,0,0,,,,,,,0,0,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,0,0,,,,,,,0,0,,,,,,,,
"2020-11-03 08:20:00","Gombos N.",88,"Goffin D.",15,Finished,2,0,1:37,6,4,0,0,0:39,7,6,8,6,0:58,0,0,0,0,,0,0,0,0,,0,0,0,0,,1,2,0,1,59,50,15/22,9/13,8/15,5/13,5/6,1/3,4/13,7/22,7/13,7/15,2/3,1/6,0,0,0,0,,,0,0,23/37,14/26,12/26,14/37,35/63,28/63,0,0,4/5,3/5,2/5,1/5,6/10,4/10,,,2,4,3,1,52,63,18/22,17/24,9/20,7/14,1/2,0/1,7/24,4/22,6/14,8/20,1/1,1/2,0,0,0,0,,,0,0,27/42,24/38,14/38,15/42,41/80,39/80,0,0,5/6,5/6,1/6,1/6,6/12,6/12,,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,0,0,,,,,,,0,0,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,0,0,,,,,,,0,0,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,0,0,,,,,,,0,0,,,,,,,,
"2020-11-01 08:00:00","Travaglia S.",74,"Mager G.",100,Finished,2,0,1:24,6,2,0,0,0:22,7,5,0,0,1:02,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,0,0,,,,,,,0,0,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,0,0,,,,,,,0,0,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,0,0,,,,,,,0,0,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,0,0,,,,,,,0,0,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,0,0,,,,,,,0,0,,,,,,,,
"2020-10-31 02:10:00","Carballes Baena R.",97,"Giron M.",73,Finished,0,2,1:05,4,6,0,0,0:39,1,6,0,0,0:26,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,0,0,,,,,,,0,0,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,0,0,,,,,,,0,0,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,0,0,,,,,,,0,0,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,0,0,,,,,,,0,0,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,0,0,,,,,,,0,0,,,,,,,,
"2020-10-31 10:30:00","Cecchinato M.",80,"Jung J.",132,Finished,2,0,1:12,6,3,0,0,0:36,6,4,0,0,0:36,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,0,0,,,,,,,0,0,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,0,0,,,,,,,0,0,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,0,0,,,,,,,0,0,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,0,0,,,,,,,0,0,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,0,0,,,,,,,0,0,,,,,,,,
"2020-11-03 10:25:00","Humbert U.",30,"Tsitsipas S.",6,Finished,2,1,3:19,7,6,7,4,1:00,6,7,6,8,1:21,7,6,7,3,0:58,0,0,0,0,,0,0,0,0,,4,3,1,0,60,72,18/27,21/26,11/18,3/10,4/5,2/3,5/26,9/27,7/10,6/18,1/3,1/5,0,0,0,0,,,0,0,29/45,24/36,12/36,16/45,41/81,40/81,0,0,5/6,5/6,1/6,1/6,6/12,6/12,,,3,8,2,1,55,73,22/31,23/32,12/25,9/12,2/2,4/4,9/32,9/31,2/12,11/25,0/4,0/2,0,0,0,0,,,0,0,34/56,32/44,12/44,22/56,46/100,54/100,0,0,6/6,6/6,0/6,0/6,6/12,6/12,,,3,8,3,1,71,68,22/25,20/27,5/10,7/13,1/2,1/2,7/27,3/25,5/13,2/10,1/2,1/2,0,0,0,0,,,0,0,27/35,27/40,13/40,8/35,40/75,35/75,0,0,5/6,5/6,1/6,1/6,6/12,6/12,,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,0,0,,,,,,,0,0,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,0,0,,,,,,,0,0,,,,,,,,
"2020-10-31 03:30:00","Giannessi A.",167,"Albot R.",93,Finished,0,2,1:35,5,7,0,0,0:44,4,6,0,0,0:51,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,0,0,,,,,,,0,0,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,0,0,,,,,,,0,0,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,0,0,,,,,,,0,0,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,0,0,,,,,,,0,0,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,0,0,,,,,,,0,0,,,,,,,,
"2020-11-04 02:10:00","Anderson K.",81,"Medvedev D.",4,"Finished / retired -",0,0,0:50,6,6,2,5,0:50,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,3,7,1,0,73,74,23/32,23/25,7/12,6/9,5/5,1/1,2/25,9/32,3/9,4/12,0/1,0/5,0,0,0,0,,,0,0,30/44,29/34,5/34,14/44,35/78,43/78,0,0,6/6,6/6,0/6,0/6,6/12,6/12,,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,0,0,,,,,,,0,0,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,0,0,,,,,,,0,0,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,0,0,,,,,,,0,0,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,0,0,,,,,,,0,0,,,,,,,,
"2020-11-03 02:10:00","Wawrinka S.",18,"Evans D.",32,Finished,2,0,1:35,6,3,0,0,0:38,7,6,7,3,0:57,0,0,0,0,,0,0,0,0,,0,0,0,0,,6,2,0,1,57,69,15/17,14/22,6/13,4/10,2/2,3/4,8/22,2/17,5/10,7/13,1/4,0/2,0,0,0,0,,,0,0,21/30,18/32,14/32,9/30,35/62,27/62,0,0,5/5,3/4,1/4,0/5,6/9,3/9,,,2,2,1,0,62,59,18/23,20/23,12/14,8/16,0/0,0/0,3/23,5/23,8/16,1/14,0/0,0/0,0,0,0,0,,,0,0,30/37,28/39,11/39,7/37,41/76,35/76,0,0,6/6,6/6,0/6,0/6,6/12,6/12,,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,0,0,,,,,,,0,0,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,0,0,,,,,,,0,0,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,0,0,,,,,,,0,0,,,,,,,,
"2020-10-31 02:10:00","Djere L.",57,"Cornut-Chauvinc A.",469,Finished,2,0,1:14,6,4,0,0,0:38,6,2,0,0,0:36,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,0,0,,,,,,,0,0,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,0,0,,,,,,,0,0,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,0,0,,,,,,,0,0,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,0,0,,,,,,,0,0,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,0,0,,,,,,,0,0,,,,,,,,
"2020-11-02 07:25:00","De Minaur A.",23,"Travaglia S.",74,Finished,2,0,1:18,6,4,0,0,0:38,6,4,0,0,0:40,0,0,0,0,,0,0,0,0,,0,0,0,0,,2,2,2,1,57,45,15/16,13/13,6/12,6/16,1/1,0/1,0/13,1/16,9/16,4/12,1/1,0/1,0,0,0,0,,,0,0,21/28,19/29,10/29,7/28,31/57,26/57,0,0,5/5,4/5,1/5,0/5,6/10,4/10,,,1,4,0,0,69,85,15/20,16/22,6/9,1/4,2/2,0/1,6/22,5/20,3/4,3/9,1/1,0/2,0,0,0,0,,,0,0,21/29,17/26,9/26,8/29,30/55,25/55,0,0,5/5,4/5,1/5,0/5,6/10,4/10,,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,0,0,,,,,,,0,0,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,0,0,,,,,,,0,0,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,0,0,,,,,,,0,0,,,,,,,,
"2020-10-31 05:00:00","Fucsovics M.",55,"Cazaux A.",894,Finished,2,0,1:03,6,3,0,0,0:34,6,1,0,0,0:29,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,0,0,,,,,,,0,0,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,0,0,,,,,,,0,0,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,0,0,,,,,,,0,0,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,0,0,,,,,,,0,0,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,0,0,,,,,,,0,0,,,,,,,,
"2020-11-03 07:05:00","Mannarino A.",35,"Lajovic D.",26,Finished,2,0,1:29,7,6,7,5,0:54,6,3,0,0,0:35,0,0,0,0,,0,0,0,0,,0,0,0,0,,3,1,0,0,65,73,20/24,24/29,10/13,6/11,0/0,1/1,5/29,4/24,5/11,3/13,0/1,0/0,0,0,0,0,,,0,0,30/37,30/40,10/40,7/37,40/77,37/77,0,0,6/6,6/6,0/6,0/6,6/12,6/12,,,2,1,0,2,59,63,9/10,15/22,7/7,4/13,0/0,2/4,7/22,1/10,7/13,0/7,2/4,0/0,0,0,0,0,,,0,0,16/17,19/35,16/35,1/17,32/52,20/52,0,0,4/4,3/5,2/5,0/4,6/9,3/9,,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,0,0,,,,,,,0,0,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,0,0,,,,,,,0,0,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,0,0,,,,,,,0,0,,,,,,,,
"2020-11-07 07:40:00","Nadal R.",2,"Zverev A.",7,Finished,0,2,1:41,4,6,0,0,0:38,5,7,0,0,1:03,0,0,0,0,,0,0,0,0,,0,0,0,0,,1,9,0,0,60,78,8/15,18/21,8/10,2/6,0/1,0/0,3/21,7/15,4/6,2/10,0/0,1/1,0,0,0,0,,,0,0,16/25,20/27,7/27,9/25,23/52,29/52,0,0,4/5,5/5,0/5,1/5,4/10,6/10,,,4,4,0,1,72,67,21/31,16/22,4/12,7/11,5/7,2/3,6/22,10/31,3/11,8/12,1/3,2/7,0,0,0,0,,,0,0,25/43,23/33,10/33,18/43,35/76,41/76,0,0,4/6,5/6,1/6,2/6,5/12,7/12,,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,0,0,,,,,,,0,0,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,0,0,,,,,,,0,0,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,0,0,,,,,,,0,0,,,,,,,,
"2020-11-01 05:00:00","Delbonis F.",82,"Hanfmann Y.",99,"Finished / retired -",1,0,0:42,6,1,0,0,0:32,2,1,0,0,0:10,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,0,0,,,,,,,0,0,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,0,0,,,,,,,0,0,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,0,0,,,,,,,0,0,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,0,0,,,,,,,0,0,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,0,0,,,,,,,0,0,,,,,,,,
"2020-11-03 03:30:00","Djere L.",57,"Anderson K.",81,"Finished / retired -",0,0,0:27,2,5,0,0,0:27,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,1,2,0,0,58,57,6/15,7/8,7/11,5/6,0/2,0/0,1/8,9/15,1/6,4/11,0/0,2/2,0,0,0,0,,,0,0,13/26,12/14,2/14,13/26,15/40,25/40,0,0,2/4,3/3,0/3,2/4,2/7,5/7,,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,0,0,,,,,,,0,0,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,0,0,,,,,,,0,0,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,0,0,,,,,,,0,0,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,0,0,,,,,,,0,0,,,,,,,,
"2020-11-03 09:45:00","Cilic M.",42,"Moutet C.",77,"Walkover -",0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,0,0,,,,,,,0,0,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,0,0,,,,,,,0,0,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,0,0,,,,,,,0,0,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,0,0,,,,,,,0,0,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,0,0,,,,,,,0,0,,,,,,,,
"2020-11-03 04:35:00","Sandgren T.",49,"Herbert P.",83,Finished,1,2,2:18,6,2,0,0,0:31,4,6,0,0,0:51,6,7,4,7,0:56,0,0,0,0,,0,0,0,0,,2,1,1,3,71,41,12/15,10/11,4/6,4/16,0/0,1/3,1/11,3/15,9/16,1/6,2/3,0/0,0,0,0,0,,,0,0,16/21,14/27,13/27,5/21,29/48,19/48,0,0,4/4,2/4,2/4,0/4,6/8,2/8,,,3,1,0,2,49,45,13/19,11/17,8/20,12/21,3/5,2/3,6/17,6/19,7/21,12/20,1/3,2/5,0,0,0,0,,,0,0,21/39,23/38,15/38,18/39,36/77,41/77,0,0,3/5,4/5,1/5,2/5,4/10,6/10,,,6,5,0,1,51,59,19/20,17/20,8/19,12/14,0/0,0/0,3/20,1/20,1/14,11/19,0/0,0/0,0,0,0,0,,,0,0,27/39,29/34,5/34,12/39,32/73,41/73,0,0,6/6,6/6,0/6,0/6,6/12,6/12,,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,0,0,,,,,,,0,0,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,0,0,,,,,,,0,0,,,,,,,,
"2020-11-08 06:10:00","Zverev A.",7,"Medvedev D.",4,Finished,1,2,2:08,7,5,0,0,0:42,4,6,0,0,0:52,1,6,0,0,0:34,0,0,0,0,,0,0,0,0,,4,9,0,0,83,75,24/29,19/24,2/6,3/8,0/0,2/3,5/24,5/29,5/8,4/6,1/3,0/0,0,0,0,0,,,0,0,26/35,22/32,10/32,9/35,36/67,31/67,0,0,6/6,5/6,1/6,0/6,7/12,5/12,,,6,4,2,0,67,42,20/30,8/10,6/15,12/14,4/5,0/0,2/10,10/30,2/14,7/15,0/0,1/5,0,0,0,0,,,0,0,26/45,20/24,4/24,19/45,30/69,39/69,0,0,4/5,5/5,0/5,1/5,4/10,6/10,,,1,1,1,2,77,52,7/17,11/14,1/5,6/13,2/5,4/4,3/14,10/17,5/13,3/5,0/4,3/5,0,0,0,0,,,0,0,8/22,17/27,10/27,14/22,18/49,31/49,0,0,1/4,3/3,0/3,3/4,1/7,6/7,,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,0,0,,,,,,,0,0,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,0,0,,,,,,,0,0,,,,,,,,
"2020-11-02 07:10:00","Humbert U.",30,"Ruud C.",27,Finished,2,1,2:13,4,6,0,0,0:47,6,2,0,0,0:33,7,6,7,1,0:53,0,0,0,0,,0,0,0,0,,3,1,0,2,54,61,10/14,14/22,8/12,9/14,1/2,2/2,8/22,4/14,3/14,4/12,0/2,1/2,0,0,0,0,,,0,0,18/26,23/36,13/36,8/26,31/62,31/62,0,0,4/5,5/5,0/5,1/5,4/10,6/10,,,4,1,1,1,78,60,13/14,8/15,3/4,4/10,0/0,0/2,7/15,1/14,5/10,0/4,2/2,0/0,0,0,0,0,,,0,0,16/18,12/25,13/25,2/18,29/43,14/43,0,0,4/4,2/4,2/4,0/4,6/8,2/8,,,2,3,3,1,61,69,19/22,19/25,9/14,5/11,0/0,0/0,6/25,3/22,5/11,2/14,0/0,0/0,0,0,0,0,,,0,0,28/36,24/36,12/36,8/36,40/72,32/72,0,0,6/6,6/6,0/6,0/6,6/12,6/12,,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,0,0,,,,,,,0,0,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,0,0,,,,,,,0,0,,,,,,,,
"2020-11-06 05:05:00","Schwartzman D.",9,"Medvedev D.",4,Finished,0,2,1:04,3,6,0,0,0:36,1,6,0,0,0:28,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,2,0,2,66,79,11/21,14/15,7/11,2/4,0/2,0/0,1/15,10/21,0/4,4/11,0/0,2/2,0,0,0,0,,,0,0,18/32,16/19,3/19,14/32,21/51,30/51,0,0,3/5,4/4,0/4,2/5,3/9,6/9,,,0,6,0,0,70,72,7/14,13/13,1/6,3/5,2/4,0/0,0/13,7/14,2/5,5/6,0/0,2/4,0,0,0,0,,,0,0,8/20,16/18,2/18,12/20,10/38,28/38,0,0,1/3,4/4,0/4,2/3,1/7,6/7,,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,0,0,,,,,,,0,0,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,0,0,,,,,,,0,0,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,0,0,,,,,,,0,0,,,,,,,,
